RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
;;;;;;;0.56;B1>D;A;ДС Серебрянка - D;1234567;196004;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113;;
;;;;;;;0.41;D>A1;A;D - ДС Озеро;1234567;196003;;15821,16114,15398,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.58;D>B1;A;D - ДС Серебрянка;1234567;196005;;15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
5;;;;;;;;A>B;A;ДС Озеро - ДС Зеленый Луг;1234567;196010;;15183,15184,15185,15188,15189,15232,15234,15264,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;d1-d5 - 05.06.2017<br>d6-d7 - 07.01.2017
;;;;;;;;B>A;A;ДС Зеленый Луг - ДС Озеро;1234567;196011;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.34;A1>D;A;ДС Озеро - D;1234567;196006;;15183,15184,15185,15188,15189,15232,15234,15264;;
;;;;;;;0.60;B1>D;A;ДС Зеленый Луг - D;1234567;196008;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214;;
;;;;;;;0.34;D>A1;A;D - ДС Озеро;1234567;196007;;15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.60;D>B1;A;D - ДС Зеленый Луг;1234567;196009;;133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
6;;;;;;;;A>B;A;ДС Серебрянка - ДС Зеленый Луг;1234567;196020;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113,15821,16114,15398,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;d1-d5 - 05.06.2017<br>d6-d7 - 07.01.2017
;;;;;;;;B>A;A;ДС Зеленый Луг - ДС Серебрянка;1234567;196021;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,230065,15266,16117,16116,15315,15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
;;;;;;;0.49;A1>D;A;ДС Серебрянка - D;1234567;196022;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113;;
;;;;;;;0.49;B1>D;A;ДС Зеленый Луг - D;1234567;196024;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,230065,15266,16117,16116,15315;;
;;;;;;;0.49;D>A1;A;D - ДС Серебрянка;1234567;196023;;15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
;;;;;;;0.48;D>B1;A;D - ДС Зеленый Луг;1234567;196025;;15821,16114,15398,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
9;;;;;17322,;;;A>B;A;ДС Серебрянка - Тракторный завод;12345;202931;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,73536;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Тракторный завод - ДС Серебрянка;12345;202929;;73536,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
;;;;;;;0.92;D>A1;A;D - ДС Серебрянка;12345;202930;;15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
11;;;;;17173,;;;A>B;A;ДС Зеленый Луг - просп.Независимости;1234567;196026;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,230065,15266,243283;;d1-d5 - 05.06.2017<br>d6-d7 - 07.01.2017
;;;;;;;;B>A;A;просп.Независимости - ДС Зеленый Луг;1234567;196028;;243283,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
;;;;;;;0.94;D>A1;A;D - ДС Зеленый Луг;1234567;196029;;15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
2;;;trol;5 ТП;16985,;;;A>B;A;ДС Уручье -2 - ДС Зелёный луг-7;1234567;189209;;14386,14384,14382,14649,14651,14674,14379,14665,14666,68844,14433,14515,58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15790;;d1-d5 - 04.07.2016<br>d6-d7 - 03.07.2016
;;;;;;;;B>A;A;ДС Зеленый луг-7 - ДС Уручье -2;67;189210;;15790,15787,15784,15782,58332,14438,14358,14362,69222,14486,14487,14432,14668,14667,14380,14673,14650,14381,14383,14385,14386;;
;;;;;16986,;;;B>A;A;ДС Зеленый луг-7 - ДС Уручье-2;12345;189204;;15790,15787,15784,15782,58332,14438,14358,14362,69222,14486,14487,14432,14668,14667,14380,14673,14650,14381,14383,14385,14386;;
;;;;;16985,;;0.15;A1>D;A;ДС Уручье -2  - ТП5;67;189211;;14386,14384,14382,14649,14651;;
;;;;;16986,;;0.15;A1>D;A;ДС Уручье -2 - ТП5;12345;189205;;14386,14384,14382,14649,14651;;
;;;;;16985,;;0.53;B1>D;A;ДС Зеленый луг-7 - ТП5;1234567;189214;;15790,15787,15784,15782,58332,14438,14358,14362,69222,14486,14487;;
;;;;;;;0.14;D>A1;A;ТП5 - ДС Уручье -2;12345;189213;;14650,14381,14383,14385,14386;;
;;;;;;;0.51;D>B1;A;ТП5 - ДС Зеленый луг-7;1234567;189212;;14515,58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15790;;
3;;;;2 ТП;17201,;;;A>B;A;ДС Ангарская-4 - Вокзал;1234567;196836;;68909,15330,15331,15332,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 05.06.2017<br>d6 - 04.02.2017<br>d7 - 05.02.2017
;;;;;;;;B>A;A;Вокзал - ДС Ангарская-4;1234567;196832;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;;;0.58;A1>D;A;ДС Ангарская-4 - ТП2;123456;196835;;68909,15330,15331,15332,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624;;
;;;;;17202,;;0.58;A1>D;A;ДС Ангарская-4 - D;7;196886;;68909,15330,15331,15332,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624;;
;;;;;17201,;;0.27;B1>D;A;Вокзал - ТП2;123456;196831;;15900,15901,15443,15905,15906,15612,15613,15614;;
;;;;;17202,;;0.27;B1>D;A;Вокзал - D;7;196887;;15900,15901,15443,15905,15906,15612,15613,15614;;
;;;;;17201,;;0.63;D>A1;A;ТП2 - ДС Ангарская-4;123456;196833;;15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;17202,;;0.63;D>A1;A;D - ДС Ангарская-4;7;196884;;15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;17201,;;0.32;D>B1;A;ТП2 - Вокзал;123456;196834;;15626,15627,15628,15907,15908,15909,15564,230003,15900;;
;;;;;17202,;;0.32;D>B1;A;D - Вокзал;7;196885;;15626,15627,15628,15907,15908,15909,15564,230003,15900;;
4;;;;4 ТП;17126,;;;A>B;A;ДС Одоевского - Бобруйская;1234567;192817;;15562,15169,15195,14818,14819,14684,14685,14686,14687,14688,14570,14571,15893,15894,133147,212036;;d1-d5 - 21.11.2016<br>d6-d7 - 10.06.2017
;;;;;;;;B>A;A;Бобруйская - ДС Одоевского;1234567;192814;;212036,69093,15944,15892,14525,14526,14575,14576,14577,14589,14590,14702,14703,14848,14849,15562;;
;;;;;;;0.35;A1>D;A;ДС Одоевского - ТП4;1234567;192812;;15562,15169,15195,14818,14819,14684,14685;;
5;;;;2 ТП;17322,;;;A>B;A;Червенский рынок - Вокзал;12345;202762;;15453,15546,15547,15548,15549,15550,15551,191224,15552,15564,230003,15900;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Вокзал - Червенский рынок;12345;202765;;15900,15901,15443,15444,191225,15445,15446,15447,15449,15450,15451,15453;;
;;;;;;;0.3;A1>D;A;Червенский рынок - ТП2;12345;202760;;15453,15546,15547,15548,15549;;
;;;;;;;0.56;B1>D;A;Вокзал - ТП2;12345;202763;;15900,15901,15443,15444,191225,15445,15446;;
;;;;;;;0.31;D>A1;A;ТП2 - Червенский рынок;12345;202761;;15447,15449,15450,15451,15453;;
;;;;;;;0.57;D>B1;A;ТП2 - Вокзал;12345;202764;;15550,15551,191224,15552,15564,230003,15900;;
6;;;;;;;;A>B;A;ДС Лошица-2 - Вокзал;1234567;202768;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15549,15550,15551,191224,15552,15564,230003,15900;;d1-d5 - 05.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;Вокзал - ДС Лошица-2;1234567;202771;;15900,15901,15443,15444,191225,15445,15446,15447,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;
;;;;;;;0.56;A1>D;A;ДС Лошица-2 - ТП 2;1234567;202766;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15549;;
;;;;;;;0.58;D>A1;A;ТП 2 - ДС Лошица-2;1234567;202767;;15447,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;
;;;;;;;0.35;D>B1;A;ТП 2 - Вокзал;1234567;202770;;15550,15551,191224,15552,15564,230003,15900;;
7;;;;4 ТП;17047,;;;A>B;A;ДС Сухарево-5 - Бобруйская;1234567;192869;;133395,73663,69090,58340,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168,15127,15126,14686,14687,14688,14570,14571,15893,15894,133147,212036;;d1-d5 - 21.04.2017<br>d6 - 03.09.2016<br>d7 - 04.09.2016
;;;;;;;;B>A;A;Бобруйская - ДС Сухарево-5;1234567;192870;;212036,69093,15944,15892,14525,14526,14575,14576,15123,15124,15125,15128,15129,15130,15131,15132,54292,15134,15135,15136,15137,15155,15151,15152,15140,15141,73666,73665,133395;;
;;;;;;;0.57;A1>D;A;ДС Сухарево-5 - ТП4;1234567;192873;;133395,73663,69090,58340,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168;;
;;;;;;;0.35;B1>D;A;Бобруйская - ТП4;12345;192871;;212036,69093,15944,15892,14525,14526,14575,14576,15123,15124;;
;;;;;;;0.56;D>A1;A;ТП4 - ДС Сухарево-5;1234567;192872;;15128,15129,15130,15131,15132,54292,15134,15135,15136,15137,15155,15151,15152,15140,15141,73666,73665,133395;;
;;;;;;;0.34;D>B1;A;ТП4 - Бобруйская;1234567;192874;;15126,14686,14687,14688,14570,14571,15893,15894,133147,212036;;
8;;;;;17322,;;;A>B;A;ДС Сухарево-5 - ст.м. Институт культуры;12345;202937;;133395,73663,69090,58340,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,14903,14904,14905,14906,14907,16249,15696,15697,15698,15699,15700,15701,54565;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;ст.м. Институт культуры - ДС Сухарево-5;12345;202936;;54565,54508,15668,15669,15675,14718,15683,15684,16253,15212,15213,15214,15215,15216,15132,54292,15134,15135,15136,15137,15155,15151,15152,15140,15141,73666,73665,133395;;
;;;;;;;0.51;A1>D;A;ДС Сухарево-5 - ТП4;12345;202939;;133395,73663,69090,58340,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164;;
;;;;;;;0.46;D>A1;A;ТП4 - ДС Сухарево-5;12345;202938;;15132,54292,15134,15135,15136,15137,15155,15151,15152,15140,15141,73666,73665,133395;;
;;;;;;;0.46;D>B1;A;ТП4 - ст.м.Институт культуры;12345;202940;;14903,14904,14905,14906,14907,16249,15696,15697,15698,15699,15700,54565;;
9;;;;;17131,;;;A>B;A;ДС Кунцевщина - Городской вал;1234567;192908;;15858,14606,14607,14868,14869,15170,15191,14884,14885,15161,15162,15163,15164,15165,15166,15167,15168,15127,15126,14686,14687,14688,14689,14690;;d1-d5 - 19.04.2017<br>d6-d7 - 26.11.2016
;;;;;;;;B>A;A;Городской вал - ДС Кунцевщина;1234567;192909;;14690,14572,14573,14575,14576,15123,15124,15125,15128,15129,15130,15131,15132,54292,15134,14886,14887,14882,14883,14888,14878,14867,14600,14601,15522,15858;;
;;;;;;;0.63;A1>D;A;ДС Кунцевщина - ТП4;1234567;192910;;15858,14606,14607,14868,14869,15170,15191,14884,14885,15161,15162,15163,15164,15165,15166,15167,15168;;
;;;;;;;0.27;B1>D;A;Городской вал - ТП4;1234567;192907;;14690,14572,14573,14575,14576,15123,15124;;
;;;;;;;0.63;D>A1;A;ТП4 - ДС Кунцевщина;1234567;192906;;15128,15129,15130,15131,15132,54292,15134,14886,14887,14882,14883,14888,14878,14867,14600,14601,15522,15858;;
;;;;;;;0.26;D>B1;A;ТП4 - Городской вал;1234567;192911;;15126,14686,14687,14688,14689,14690;;
10;;;;3 ТП;17257,;;;A>B;A;ДС Веснянка - ДС Малиновка-4;1234567;198948;;15846,54756,54757,15850,15852,15854,15856,54537,14699,14700,14701,14702,14703,14704,14714,14716,54642,14763,15201,14908,14909,212056,14910,14911,14912,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;d1-d5 - 05.06.2017<br>d6-d7 - 01.04.2017
;;;;;;;;B>A;A;Малиновка-4 - ДС Веснянка;1234567;198951;;54638,15581,15583,15584,14984,14985,14986,14987,14989,14988,14990,14991,15857,15196,204052,15197,15200,15596,58354,14816,14762,14715,14817,14818,14819,14838,14839,14840,14841,54519,15855,15853,15851,15849,54761,15847,68808,15846;;
;;;;;;;0.53;A1>D;A;ДС Веснянка - ТП 3;1234567;198946;;15846,54756,54757,15850,15852,15854,15856,54537,14699,14700,14701,14702,14703,14704,14714,14716,54642,14763,15201;;
;;;;;;;0.34;B1>D;A;ДС Малиновка-4 - ТП 3;1234567;198949;;54638,15581,15583,15584,14984,14985,14986,14987,14989,14988,14990,14991,15857,15196,204052,15197;;
;;;;;;;0.52;D>A1;A;ТП 3 - ДС Веснянка;1234567;198947;;58354,14816,14762,14715,14817,14818,14819,14838,14839,14840,14841,54519,15855,15853,15851,15849,54761,15847,68808,15846;;
;;;;;;;0.51;D>B1;A;ТП 3 - ДС Малиновка-4;1234567;198950;;14763,15201,14908,14909,212056,14910,14911,14912,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
11;;;;2 ТП;17322,;;;A>B;A;ДС Курасовщина - ДС Лошица-2;12345;202775;;15836,15049,15050,15090,15097,15098,15100,15102,15065,15837,15839,15843,15918,15903,15904,15444,191225,15445,15446,15447,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;ДС Лошица-2 - ДС Курасовщина;12345;202774;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15549,15550,15551,191224,54334,15910,15911,15912,15666,15838,15020,15104,15103,15101,15099,15105,15106,15052,15053,15056,15836;;
;;;;;;;0.3;B1>D;A;ДС Лошица-2 - ТП2;12345;202772;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15549;;
;;;;;;;0.66;D>A1;A;ТП2 - ДС Курасовщина;12345;202776;;15550,15551,191224,54334,15910,15911,15912,15666,15838,15020,15104,15103,15101,15099,15105,15106,15052,15053,15056,15836;;
;;;;;;;0.32;D>B1;A;ТП2 - ДС Лошица-2;12345;202773;;15447,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;
12;;;;3 ТП;17334,;;;A>B;A;ДС Лермонтова - ДС Карастояновой;1234567;203159;;15933,15929,15930,15935,15927,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,14441,14442,14443,15716,15715,54650,54651;;d1-d5 - 19.06.2017<br>d6-d7 - 17.06.2017
;;;;;;;;B>A;A;ДС Карастояновой - ДС Лермонтова;1234567;203160;;54651,15713,58346,15724,15726,15727,15728,15731,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15672,15928,15933;;
;;;;;;;0.13;A1>D;A;ДС Лермонтова - ТП 3;1234567;203164;;15933,15929,15930,15935,15927;;
;;;;;;;0.09;D>A1;A;ТП 3 - ДС Лермонтова;1234567;203162;;15672,15928,15933;;
;;;;;;;0.82;D>B1;A;ТП 3 - ДС Карастояновой		;67;203163;;15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,14441,14442,14443,15716,15715,54650,54651;;
13;;;;4 ТП;17126,;;;A>B;A;ДС Запад-3 - Городской вал;1234567;192832;;69517,14878,14867,14613,14614,14615,14679,14680,14681,14682,14683,14684,14685,14686,14687,14688,14689,14690;;d1-d5 - 21.11.2016<br>d6-d7 - 26.11.2016
;;;;;;;;B>A;A;Городской вал - ДС Запад-3;1234567;192831;;14690,14572,14573,14575,14576,14577,14589,14590,14591,14592,14593,14594,14595,14596,14597,14598,14599,14868,14869,15170,69517;;
;;;;;;;0.64;A1>D;A;ДС Запад-3 - ТП4;1234567;192834;;69517,14878,14867,14613,14614,14615,14679,14680,14681,14682,14683,14684,14685;;
;;;;;;;0.27;B1>D;A;Городской вал - ТП4;12345;192836;;14690,14572,14573,14575,14576;;
;;;;;;;0.54;D>A1;A;ТП4 - ДС Запад-3;1234567;192833;;14591,14592,14593,14594,14595,14596,14597,14598,14599,14868,14869,15170,69517;;
;;;;;;;0.31;D>B1;A;ТП4 - Городской вал;1234567;192835;;14686,14687,14688,14689,14690;;
14;;;;;17131,;;;A>B;A;ДС Масюковщина - Городской вал;1234567;192920;;15227,15262,15263,15277,15278,14841,14566,14535,14567,14568,14569,14689,14690;;d1-d5 - 03.04.2017<br>d6-d7 - 26.11.2016
;;;;;;;;B>A;A;Городской вал - ДС Масюковщина;1234567;192919;;14690,14572,14573,14527,14528,14529,14533,14530,14536,14699,15223,15224,15225,15226,15227;;
;;;;;;;0.34;A1>D;A;ДС Масюковщина - ТП4;1234567;192923;;15227,15262,15263,15277,15278,14841;;
;;;;;;;0.26;D>A1;A;ТП4 - ДС Масюковщина;1234567;192921;;14699,15223,15224,15225,15226,15227;;
;;;;;;;0.13;D>B1;A;ТП4 - Городской вал;1234567;192922;;14689,14690;;
15;;;;2 ТП;17322,;;;A>B;A;ДС Лошица - ДС Дражня;12345;202780;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15447,14727,14728,14729,14730,14731,14732,14733,14734,14735,14736,14737,15283,15282;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;ДС Дражня - ДС Лошица;12345;202783;;15282,15286,15361,15362,14777,14778,14779,14780,14781,14782,14795,14796,14802,14803,14804,15447,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;
;;;;;;;0.52;A1>D;A;ДС Лошица - ТП2;12345;202778;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15447,14727,14728,14729;;
;;;;;;;0.42;B1>D;A;ДС Дражня - ТП2;12345;202781;;15282,15286,15361,15362,14777,14778,14779,14780,14781,14782,14795,14796;;
;;;;;;;0.5;D>A1;A;ТП2 - ДС Лошица;12345;202779;;14803,14804,15447,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;
;;;;;;;0.45;D>B1;A;ТП2 - ДС Дражня;12345;202782;;14730,14731,14732,14733,14734,14735,14736,14737,15283,15282;;
16;;;;;17198,;;;A>B;A;ДС Чижовка-1 - Вокзал;1234567;196735;;15773,15772,15527,15528,15529,15709,15708,15706,15621,15622,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 01.02.2017<br>d6-d7 - 04.02.2017
;;;;;;;;B>A;A;Вокзал - ДС Чижовка-1;1234567;196732;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,15618,15619,15704,15705,15707,15530,15531,15532,15771,15773;;
;;;;;;;0,55;A1>D;A;Чижовка - ТП2;12345;196733;;15773,15772,15527,15528,15529,15709,15708,15706,15621,15622,15623,15624;;
;;;;;17201,;;0.55;A1>D;A;ДС Чижовка-1 - ТП2;67;196840;;15773,15772,15527,15528,15529,15709,15708,15706,15621,15622,15623,15624;;
;;;;;17198,;;0,32;B1>D;A;Вокзал - ТП2;1234567;196730;;15900,15901,15443,15905,15906,15612,15613,15614;;
;;;;;;;0.58;D>A1;A;ТП2 - Чижовка;12345;196734;;15616,15617,15618,15619,15704,15705,15707,15530,15531,15532,15771,15773;;
;;;;;17201,;;0.58;D>A1;A;ТП2 - ДС Чижовка-1;67;196841;;15616,15617,15618,15619,15704,15705,15707,15530,15531,15532,15771,15773;;
;;;;;17198,;;0,35;D>B1;A;ТП2 - Вокзал;1234567;196731;;15626,15627,15628,15907,15908,15909,15564,230003,15900;;
17;;;;5 ТП;17322,;;;A>B;A;ДС Дражня - Чижовка-6;12345;202871;;15282,15286,15361,15362,14777,14778,14779,14780,14781,15616,15617,15618,15619,15704,15705,15707,15530,15531,15532,15712,15711;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Чижовка-6 - ДС Дражня;12345;202870;;15711,15710,15527,15528,15529,15709,15708,15706,15621,15622,15623,15624,14733,14734,14735,14736,14737,15283,15284,15282;;
;;;;;;;0.08;A1>D;A;ДС Дражня -  ТП5;12345;202875;;15282,15286,15361,15362;;
;;;;;;;0.33;B1>D;A;Чижовка-6 - ТП5;12345;202874;;15711,15710,15527,15528,15529,15709,15708,15706;;
;;;;;;;0.06;D>A1;A;ТП5 - ДС Дражня;12345;202872;;15283,15284,15282;;
;;;;;;;0.87;D>B1;A;ТП5  - Чижовка-6;12345;202873;;14777,14778,14779,14780,14781,15616,15617,15618,15619,15704,15705,15707,15530,15531,15532,15712,15711;;
;;;;;;;0.38;D>B2;A;D - Чижовка-6  по 92 м -ту выезд;12345;202876;;15704,15705,15707,15530,15531,15532,15712,15711;;
19;;;;2 ТП;17201,;;;A>B;A;ДС Серебрянка - ДС Курасовщина;1234567;196848;;15826,15827,14504,54305,54306,15759,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,54334,15910,15911,15919,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;d1-d5 - 23.02.2017<br>d6-d7 - 04.02.2017
;;;;;;;;B>A;A;ДС Курасовщина - ДС Серебрянка;1234567;196845;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15835,15902,15903,15904,15905,15906,15612,15613,15614,15830,54310,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
;;;;;;;0.24;A1>D;A;ДС Серебрянка - D;67;196846;;15826,15827,14504,54305,54306,15759,15757,15756,15754;;
;;;;;17220,;;0.24;A1>D;A;ДС Серебрянка - ТП2;12345;197111;;15826,15827,14504,54305,54306,15759,15757,15756,15754;;
;;;;;17201,;;0.73;B1>D;A;ДС Курасовщина - D;67;196843;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15835,15902,15903,15904,15905,15906,15612,15613,15614,15830,54310;;
;;;;;17220,;;0.73;B1>D;A;ДС Курасовщина - ТП2;12345;197108;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15835,15902,15903,15904,15905,15906,15612,15613,15614,15830,54310;;
;;;;;17201,;;0.25;D>A1;A;D - ДС Серебрянка;67;196847;;15752,15753,14472,15758,15760,15762,14475,14476,15826;;
;;;;;17220,;;0.25;D>A1;A;ТП2 - ДС Серебрянка;12345;197112;;15752,15753,14472,15758,15760,15762,14475,14476,15826;;
;;;;;17201,;;0.73;D>B1;A;D - ДС Курасовщина;67;196844;;15831,15626,15627,15628,15907,15908,15909,54334,15910,15911,15919,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
;;;;;17220,;;0.73;D>B1;A;ТП2 - ДС Курасовщина;12345;197109;;15831,15626,15627,15628,15907,15908,15909,54334,15910,15911,15919,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
20;;;;;17089,;;;A>B;A;ДС Серебрянка - Вокзал;1234567;191149;;15826,15827,14504,54305,54306,15759,15757,15756,15754,14796,14802,14803,14804,15550,15551,191224,15552,15564,230003,15900;;d1-d5 - 01.03.2017<br>d6 - 15.10.2016<br>d7 - 16.10.2016
;;;;;;;;B>A;A;Вокзал - ДС  Серебрянка;67;191152;;15900,15901,15443,15444,191225,15445,15446,14727,14728,14729,14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
;;;;;17226,;;;B>A;A;Вокзал - ДС Серебрянка;12345;197659;;15900,15901,15443,15444,191225,15445,15446,14727,14728,14729,14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
;;;;;17089,;;0.48;A1>D;A;ДС Серебрянка - D;67;191147;;15826,15827,14504,54305,54306,15759,15757,15756,15754,14796;;
;;;;;17226,;;0.48;A1>D;A;ДС Серебрянка - ТП2;12345;197654;;15826,15827,14504,54305,54306,15759,15757,15756,15754,14796;;
;;;;;17089,;;0.44;D>A1;A;D - ДС  Серебрянка;67;191148;;14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
;;;;;17226,;;0.44;D>A1;A;ТП2 - ДС Серебрянка;12345;197655;;14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
22;;;;5 ТП;17168,;;;A>B;A;ДС Карастояновой – ст.м. пл.Я.Коласа;1234567;189232;;54651,15713,58346,15724,15726,15727,15728,15731,15733,15734;;d1-d5 - 01.03.2017<br>d6-d7 - 02.01.2017
;;;;;;;;B>A;A;ст.м. пл.Я.Коласа - ДС Карастояновой;1234567;189231;;15734,15400,15737,15732,15730,15729,15751,15725,15717,15716,15715,54650,54651;;
;;;;;;;0.18;A1>D;A;ДС Карастояновой –  D  тп5;1234567;189230;;54651,15713,58346;;
;;;;;;;0.18;D>A1;A;D  ТП5 - ДС Карастояновой;1234567;189229;;15716,15715,54651;;
23;;;;2 ТП;17201,;;;A>B;A;ДС Лермонтова - Червенский рынок;1234567;196853;;15933,15929,15930,15935,15927,15673,15674,15700,15701,15843,15918,15903,15904,15444,191225,15445,15446,15447,15449,15450,15451,15453;;d1-d5 - 03.06.2017<br>d6-d7 - 04.02.2017
;;;;;;;;B>A;A;Червенский рынок -ДС Лермонтова;1234567;196851;;15453,15546,15547,15548,15549,15550,15551,191224,54334,15910,15911,15912,15667,15668,15669,15670,15671,15672,15928,15933;;
;;;;;;;0.76;A1>D;A;Лермонтова - D;67;196852;;15933,15929,15930,15935,15927,15673,15674,15700,15701,15843,15918,15903,15904,15444,191225,15445,15446;;
;;;;;17320,;;0,76;A1>D;A;ДС Лермонтова - D;12345;202787;;15933,15929,15930,15935,15927,15673,15674,15700,15701,15843,15918,15903,15904,15444,191225,15445,15446;;
;;;;;17201,;;0.74;D>A1;A;D - Лермонтова;67;196850;;15550,15551,191225,54334,15910,15911,15912,15667,15668,15669,15670,15671,15672,15928,15933;;
;;;;;17320,;;0,74;D>A1;A;D - ДС Лермонтова;12345;202785;;15550,15551,191225,54334,15910,15911,15912,15667,15668,15669,15670,15671,15672,15928,15933;;
24;;;;;17201,;;;A>B;A;ДС Лошица-2 - ДС Серебрянка;1234567;196856;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15549,14727,14728,14729,14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;d1-d5 - 06.02.2017<br>d6-d7 - 04.02.2017
;;;;;;;;B>A;A;ДС Серебрянка - ДС Лошица-2;1234567;196855;;15826,15827,54305,54306,15759,15757,15756,15754,14796,14802,14803,14804,15447,15448,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;
