RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
;;;;;;;;B>A;A;Озерище - Копище;1234567;201243;;14634,14632,14637,14638,14640,14643,14645,14647,14649,14651,14652,14654,14658,14661,144041,144042,144043;;
;;;;;;;0.59;D>B1;A;D - Озерище;12345;201246;;14650,14648,14646,14644,14642,14630,16157,14636,16158,14634;;
87с;;;;;16986,;;;A>B;A;ДС Зелёный Луг-6 - АС Автозаводская;1234567;185814;;15788,15787,15784,15782,14451,14452,14453,14455,69222,14996,14351,133233,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295,15296,15297,14712,14711,14830;;d1-d5 - 04.07.2016<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;АС Автозаводская  - ДС Зеленый Луг-6;1234567;185817;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,15442,14430,14349,14352,58345,69223,15946,69224,15781,15783,15785,15786,15788;;
;;;;;;;0.87;B1>D;A;АС Автозаводская - АП7;12345;185819;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,15442,14430,14349,14352,58345,69223,15946,69224;;
;;;;;;;0;D>B;A;АП7 - АС Автозаводская;12345;185816;;14451,14452,14453,14455,69222,14996,14351,133233,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295,15296,15297,14712,14711,14830;;
88с;;;;6 АП;17106,;;;A>B;A;ДС Ангарская-4 - Ландера;12345;191650;;68909,15330,15331,15332,15340,14712,14711,14743,14623,133205,14586,15513,15523,15525,15535,15539,193111,15541,15485,15486,15456,58334,15985,15052,15056,15057,15058,15031,15032,15033,15034,15035;;d1-d5 - 01.11.2016
;;;;;;;;B>A;A;Ландера - ДС Ангарская-4;12345;191651;;15035,15036,15037,15038,15047,15048,15049,15089,15960,15490,15459,15460,15469,15500,193108,15502,133126,15504,15506,14617,14584,133204,14620,16180,14626,15298,15300,15303,15304,15833,68909;;
;;;;;;;0.19;A1>D;A;ДС Ангарская-4 - АП 6 (Съезд с  ст.м. Могилевская);12345;191655;;68909,15330,15331,15332,15340,14712;;
;;;;;;;0.45;A2>D;A;ДС Ангарская-4 - ДС Чижовка - АП6;12345;191656;;68909,15330,15331,15332,15340,14712,14711,14743,14623,133205,14586,15513,15523,15525,15535;;
;;;;;;;0.57;B1>D;A;Ландера - АП 6 (съезд с Чижовки);12345;191654;;15035,15036,15037,15038,15047,15048,15049,15089,15960,15490,15459,15460,15469,15500,193108,15502,133126;;
;;;;;;;0.43;D>A1;A;АП 6 - ДС Ангарская-4 (подбор с Чижовки);12345;191652;;133126,15504,15506,14617,14584,133204,14620,16180,14626,15298,15300,15303,15304,15833,68909;;
;;;;;;;0.55;D>B1;A;АП 6 - Ландера (подбор с Чижовки);12345;191653;;15535,15539,193111,15541,15485,15486,15456,58334,15985,15052,15056,15057,15058,15031,15032,15033,15034,15035;;
89э;;;;7 АП;17325,;;;A>B;A;ДС Уручье-2 - ТЦ Ждановичи;234567;203025;;14386,14382,14649,14651,14488,14757,14760,14758,14759,14696,15853,14553,14555,14556,14557,14558,58376;;d2-d5 - 08.06.2017<br>d6 - 08.06.2017<br>d7 - 08.06.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Уручье-2;234567;203026;;58376,14559,14560,14561,14562,14563,14552,15854,14844,14764,14765,14495,14500,14650,14381,14383,14386;;
90;;;;2 АП;17348,;;;A>B;A;АС  Юго-Западная - Семеняко - АС Юго-Западная;1234567;204115;;132076,16253,15212,15213,71803,73043,15638,15639,58341,211243,277123,277124,277125,277126,277127,205011,205012,205013,211246,58336,211244,15647,15648,71807,73042,14906,14907,16249,277128;;d1-d5 - 01.07.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;АС  Юго-Западная - АС  Юго-Западная;1234567;204116;;277128,132076;;
;;;;;;;0.59;D>B1;A;АП-2 - Маршала Лосика;12345;204120;;277125,277126,277127,205011,205012,205013,211246,58336,211244,15647,15648,71807,73042,14906,14907,16249,277128;;
;;;;;;;0.59;D>B1;A;АП 2 - Маршала Лосика - АС Юго-Западная;67;204057;;277125,277126,277127,205011,205012,205013,211246,58336,211244,15647,15648,71807,73042,14906,14907,16249,277128;;
91;;;;7 АП;17334,;;;A>B;A;ДС Калиновского - Веснинка;1234567;203233;;14355,14486,14487,14431,14488,14677,14343,14490,14491,14492,14493,14524,14521,15018,14758,14467,14456,14468,14469,15565,15009,15010,15011,15526,15039,15040,15041,15855,15853,15851,15951,15042,133216,271134,58379;;d1-d5 - 17.06.2017<br>d6-d7 - 17.06.2017
;;;;;;;;B>A;A;Веснинка -ДС Калиновского;1234567;203236;;58379,15043,15045,15044,15951,15852,15854,15856,15084,15112,15113,15890,15114,15115,15600,15601,15602,15219,15731,14516,14517,14518,14519,14520,69238,14523,14494,14495,14496,14346,14342,14678,14512,14513,14514,14515,54322,14355;;
93;;;;6 АП;17318,;;;A>B;A;ДС Шабаны - Аэропорт Минск-1;1234567;201424;;14746,14747,14748,14749,69249,14824,14825,58378,14828,16041,15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14806,14808,14809,15842;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Аэропорт Минск-1 - ДС Шабаны;1234567;201425;;15842,15841,15873,15878,15879,15882,14724,14726,14727,14728,14729,14730,14731,15616,15617,15618,15619,15295,15296,15297,15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;;;0.37;A1>D;A;ДС Шабаны - ст.м. Могилёвская - АП 6;1234567;201428;;14746,14747,14748,14749,69249,14824,14825,58378,14828,16041,14712;;
;;;;;;;0.67;B1>D;A;Аэропорт Минск-1 - ст.м. Могилёвская - АП 6;1234567;201429;;15842,15841,15873,15878,15879,15882,14724,14726,14727,14728,14729,14730,14731,15616,15617,15618,15619,15295,15296,15297,14712;;
;;;;;;;0.33;D>A1;A;АП 6 - ст.м. Могилёвская - ДС Шабаны;1234567;201426;;15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;;;0.63;D>B1;A;АП 6 - ст.м. Могилёвская - Аэропорт Минск-1;1234567;201427;;15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14806,14808,14809,15842;;
94с;;;;;;;;A>B;A;АС Автозаводская - Чижовское кладбище;1234567;142918;;14830,15620,16014,15525,15536,58380;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Чижовское кладбище - АС Автозаводская;1234567;142919;;58380,15953,16182,14712,14711,14830;;
95;;;;4 АП;;;;A>B;A;ДС Калиновского - Степянка;1234567;191939;;14354,14353,14996,14351,14350,14347,14403,14346,14342,14678,14500,243482,243481,15427,15428,15424,16252,15375,15376,15381,15382,15383,15384,15385;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Степянка - ДС Калиновского;1234567;191940;;15385,15386,15387,15371,15372,15373,15374,15425,15426,14418,14420,14341,14343,14344,14348,14349,14352,14354;;
96;;;;2 АП;17320,;;;A>B;A;ДС Малиновка-4 - Филиал БГУ;1234567;197872;;54638,15583,15584,14984,14985,14986,14987,14989,14988,14990,16255,16118,16119,16120;;d1-d5 - 05.06.2017<br>d6 - 03.06.2017<br>d7 - 03.06.2017
;;;;;;;;B>A;A;Филиал БГУ- ДС Малиновка-4;1234567;197869;;16120,16121,16122,72680,72679,16230,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
97;;;;6 АП;17318,;;;A>B;A;ДС Серова - Малиновка-8;12345;186833;;69176,15068,15069,15070,15052,15053,15056,15057,15058,15031,15032,15947,15948,230009,14974,14975,14925,14926,143094;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Малиновка-8 - ДС Серова;12345;186832;;143094,14916,14917,14989,14988,14990,16255,15949,15950,15030,15047,15048,15049,15050,15051,15066,15067,69176;;
;;;;;;;0.79;D>B1;A;АП6 - Слуцкий гостинец - Малиновка-8;12345;186830;;15052,15053,15056,15057,15058,15031,15032,15947,15948,230009,14974,14975,14925,14926,143094;;
98с;;;;;;;;A>B;A;ДС Лошица-2 - ст.м. Могилевская;12345;195948;;68811,15463,15464,15490,15459,15460,15469,15500,15501,15502,133126,15504,15505,15506,14617,14584,14620,16180,14626,197285;;d1-d5 - 03.06.2017
;;;;;;;;B>A;A;ст.м. Могилевская - ДС Лошица-2;12345;195949;;197285,14712,14711,14743,14623,14586,15513,15523,15524,15525,15534,15539,15540,15541,15485,15486,15456,15465,15466,15467,68810,68811;;
;;;;;;;;E>C;A;АС Автозаводская - ст.м. Могилёвская;12345;195954;;14830,197285;;
;;;;;;;0;D>A;A;АП 6 - ДС Лошица-2;12345;195950;;15534,15539,15540,15541,15485,15486,15456,15465,15466,15467,68810,68811;;
99;;;;7 АП;17276,;;;A>B;A;ДС Уручье-4 - Военная академия;1234567;199932;;14660,14661,14663,14665,14666,14669,14670,14673,14652,14378,14642,14376,14373,14372,14369,14368,14366,14627;;d1-d5 - 05.06.2017<br>d6-d7 - 20.04.2017
;;;;;;;;B>A;A;Военная академия - ДС Уручье-4;1234567;199934;;14627,14365,14367,14370,14371,14374,14375,14377,277102,14656,14653,14674,14672,14671,14668,14667,14664,14662,14659,14660;;
;;;;;17322,;;0.69;D>A1;A;АП 7 - Уручье-4;12345;202673;;14371,14374,14375,14377,277102,14656,14653,14674,14672,14671,14668,14667,14664,14662,14659,14660;;
100;;;;;17136,;;;A>B;A;ДС Славинского - Аэропорт Минск-1;1234567;193049;;15014,14350,14347,14403,14490,14491,14492,15859,14768,15889,15703,15744,15860,15862,15863,15866,15869,15665,15838,15840,69250,15871;;d1-d5 - 01.12.2016<br>d6-d7 - 30.04.2017
;;;;;;;;B>A;A;Аэропорт Минск-1 - ДС Славинского;1234567;193050;;15871,15842,15841,15839,15844,15870,15868,15867,15864,15865,15861,15745,15746,15888,14756,14494,14495,14344,14348,14997,15014;;
101;;;;5 АП;17318,;;;A>B;A;ДС Дружная - ТЦ Ждановичи;1234567;195417;;71378,54508,15668,15669,69317,14815,14816,14762,14715,14817,14848,14849,15563,14854,14859,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Дружная;1234567;195416;;133183,133185,230015,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,15192,15193,69316,15169,15195,14704,14714,14716,54642,14763,14717,15698,15700,15701,15702,71378;;
;;;;;;;0;B>D;A;ТЦ Ждановичи - D;1234567;195424;;133183,133185,230015,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,15192,15193,69316,15562;;
;;;;;;;0.5;D>B1;A;D - ТЦ Ждановичи;1234567;195418;;15563,14854,14859,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;
102;;;;2 АП;;;;A>B;A;ДС Чижовка - Вокзал;1234567;199965;;15534,15537,15539,15540,15541,15542,269675,15543,15544,15545,15546,15547,15548,15549,15550,15551,191224,15552,15564,230003,243538;;d1-d5 - 01.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;Вокзал - ДС Чижовка;1234567;199967;;243538,15901,15443,15444,191225,15445,15446,15447,15448,15449,15450,15451,15495,15496,15497,269674,15499,15500,15501,15538,14616,15710,15771,15773,15513,15523,15524,15525,15534;;
;;;;;17348,;;0;A>D;A;ДС Чижовка - АП 2;67;204058;;15534,15537,15539,15540,15541,15542,269675,15543,15544,15545,15546,15547;;
;;;;;17318,;;0.56;A1>D;A;ДС Чижовка - Камвольный к-т - АП 2;12345;199963;;15534,15537,15539,15540,15541,15542,269675,15543,15544,15545,15546,15547;;
;;;;;;;0.68;D>A1;A;АП 2 - Чижовка;1234567;199968;;15450,15451,15495,15496,15497,269674,15499,15500,15501,15538,14616,15710,15771,15773,15513,15523,15524,15525,15534;;
;;;;;;;0;D>B;A;АП 2 - Вокзал;12345;199966;;15549,15550,15551,191224,15552,15564,230003,243538;;
103;;;;5 АП;;;;A>B;A;ДС Юго-Запад - ДС Малиновка-4;1234567;201830;;54682,15660,15661,15662,15663,15664,72368,16250,73039,211129,16230,230009,14913,14914,14915,14916,14927,14928,14929,14947,14948,14949,14950,147112,54638;;d1-d5 - 01.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;ДС Малиновка -4 - ДС Юго-Запад;1234567;201829;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14959,14960,14973,14990,16229,73882,211130,230205,16251,15569,15652,15653,200002,15659,15645,54682;;
104;;;;2 АП;17320,;;;A>B;A;ДС Малиновка-4 - Сеница;1234567;197885;;54638,14951,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089,58327,58328,73744;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Сеница - ДС Малиновка-4;1234567;197887;;73744,58329,58330,15052,15053,15056,15057,15058,15031,15032,15947,15948,14991,15857,69018,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;;;0.83;A1>D;A;ДС Малиновка-4 - АП 2 (до АвтоВАЗ);1234567;197888;;54638,14951,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089;;
;;;;;;;0.21;B1>D;A;Сеница - АП 2 (до АвтоВАЗ);1234567;197882;;73744,58329,58330,15052;;
;;;;;;;0.79;D>A1;A;АП 2 - ДС Малиновка-4 (с АвтоВАЗ);1234567;197889;;15052,15053,15056,15057,15058,15031,15032,15947,15948,14991,15857,69018,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;17322,;;0.17;D>B1;A;АП 2 - Сеница (с АвтоВАЗ);12345;202553;;15089,58327,58328,73744;;
105;;;;4 АП;16832,;;;A>B;A;ДС Карастояновой - Зацень;1234567;177455;;15714,15713,58346,14693,14694,14964,14965,14967,14968,14969,14970,16081,16083;;d1-d5 - 01.06.2017<br>d6 - 03.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Зацень - ДС Карастояновой;1234567;177456;;16083,16082,16080,14999,15000,15001,15002,15004,15005,14845,14846,15716,15715,15750,15714;;
106;;;;6 АП;17318,;;;A>B;A;ДС Ангарская-4 - ст.м. Тракторный завод;12345;198721;;68909,15330,15331,15332,15334,15413,15414,15406,15417,14777,14778,15812,15813;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;ст.м. Тракторный завод - ДС Ангарская-4;12345;198722;;15813,243443,15814,15811,14736,15363,15404,15405,15409,15410,15411,15303,15304,15833,68909;;
107;;;;5 АП;16970,;;;A>B;A;ДС Кунцевщина - Корженевского;1234567;185084;;15858,15553,15554,58331,72952,15517,15247,15250,15251,14701,14702,14703,14704,14714,14716,54642,14763,14717,14719,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,71466;;d1-d5 - 05.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;Корженевского - ДС Кунцевщина;1234567;185087;;71466,15056,15057,15058,15059,15060,15062,15063,15064,14813,14814,14815,14816,14762,14715,14817,14818,14819,14838,15252,15253,15258,15518,15519,72951,15520,15521,15522,15858;;
108;;;;2 АП;17318,;;;A>B;A;АС Автозаводская - Гатово;12345;197535;;133405,14712,14711,14743,14623,14622,14586,15513,15523,15525,15536,15539,15540,15541,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Гатово - АС Автозаводская;12345;197534;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15500,15501,15502,133126,15504,15506,14617,14584,14619,14620,16180,14626,133405;;
108д;;;;;;;;A>B;A;ДС Чижовка - Гатово;1234567;197527;;68866,15536,15539,15541,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Гатово - ДС Чижовка;1234567;197525;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15500,15502,68866;;
109;;;;7 АП;;;;A>B;A;ДС Карбышева - Северное кладбище;1234567;193236;;14364,16008,16010,16076,16096,16084;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Северное кладбище - ДС Карбышева;1234567;193237;;16084,16094,16108,16011,16009,14364;;
109в;;;;;;;;A>B;A;ДС Карбышева - Северное кладбище;1234567;193238;;14364,14459,15783,15785,15786,16008,16010,16078,16079,16077,16076,16096,16084;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Северное кладбище - ДС Карбышева;1234567;193239;;16084,16094,16108,16078,16079,16077,16011,16009,14364;;
110;;;;6 АП;;;;A>B;A;АС Автозаводская - Сосны;1234567;180186;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16051,16057,16058;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Сосны - АС Автозаводская;1234567;180187;;16058,16052,16048,16045,16074,14828,16041,14712,14830;;
110а;;;;;;;;A>B;A;АС Автозаводская - Сосны;1234567;180198;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Сосны - АС Автозаводская;1234567;180199;;16058,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
111;;;;7 АП;17136,;;;A>B;A;Аэропорт Минск-1 - пл. Победы;12345;193053;;15871,15842,15841,15839,15844,15870,15868,15867,15864,15865,15861;;d1-d5 - 01.12.2016
;;;;;;;;B>A;A;пл. Победы - Аэропорт Минск-1;12345;193054;;15861,15860,15862,15863,15866,15869,15665,15838,15840,69250,15871;;
112с;;;;6 АП;17315,;;;A>B;A;АС Автозаводская - м-р Сокол;1234567;202260;;14830,15620,16040,16042,16049,16062,16065;;d1-d5 - 01.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;м-р Сокол - АС Автозаводская;1234567;202261;;16065,16048,14828,16041,14712,14711,14830;;
113а;;;;7 АП;17287,;;;A>B;A;ДС Уручье - 4 - Областная больница;1234567;201107;;14660,14661,14663,14380,14673,14675,14488,14343,14344,14396,14457,16019,16013,16021,16022,16023,16024,243611,16026,111037,277080;;d1-d5 - 15.05.2017<br>d6-d7 - 01.05.2017
;;;;;;;;B>A;A;Областная больница - ДС Уручье - 4;1234567;201108;;277080,269030,16025,243612,16035,16036,16037,16038,16039,16020,14439,14397,14346,14342,14500,14676,14674,14379,14664,14662,14659,14660;;
;;;;;;;0.43;B1>D;A;Областная больница - Карбышева - АП 7;1234567;201112;;277080,269030,16025,243612,16035,16036,16037,16038,16039,16020,14439;;
113с;;;;;;;;A>B;A;ДС Уручье - 4 - РНПЦ Онкологии;1234567;201114;;14660,14661,14663,14380,14673,14675,14488,14343,14344,14396,14457,16019,16013,16021,16022,16023,16024,243611,16026,111037,72785;;d1-d5 - 15.05.2017<br>d6-d7 - 01.05.2017
;;;;;;;;B>A;A;РНПЦ Онкологии - ДС Уручье - 4;1234567;201115;;72785,269030,16025,243612,16035,16036,16037,16038,16039,16020,14439,14397,14346,14342,14500,14676,14674,14379,14664,14662,14659,14660;;
;;;;;;;0.44;D>B1;A;D - РНПЦ Онкологии;1234567;201116;;14343,14344,14396,14457,16019,16013,16021,16022,16023,16024,243611,16026,111037,72785;;
114с;;;;6 АП;17320,;;;A>B;A;ДС Чижовка - Авторынок;234567;191929;;68866,15539,15541,15485,15486,15456,58334,15985,15052,15056,15058,15031,15032,15948,230009,14975,14925,14928,14929,71193,133254,16004,16006;;d2-d5 - 01.07.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Авторынок - ДС Чижовка;234567;191930;;16006,16005,14955,14956,14957,14989,14988,16255,15949,15030,15047,15049,15089,15960,15490,15459,15460,15469,15500,15502,193249,68866;;
115э;;;;2 АП + 4 АП;17322,;;;A>B;A;ДС Дружная - Тубдиспансер;1234567;202512;;73076,204368,15870,15746,14344,14457,16022,16023,16024,243611,16026,16027,16028,16029,16032,16033;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Тубдиспансер - ДС Дружная;1234567;202514;;16033,16031,16030,71974,269030,16025,243612,16035,16036,16037,14439,14492,15703,15869,73076;;
;;;;;;;0.68;B1>D;A;Тубдиспансер - АП 4;1234567;202513;;16033,16031,16030,71974,269030,16025,243612,16035,16036,16037,14439,14492;;
116;;;;5 АП;17318,;;;A>B;A;ДС Каменная Горка-5 - Малиновка-8;1234567;198034;;147018,73866,133344,72403,15553,15554,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,58335,58336,211244,15647,15648,15656,15657,58338,14936,14937,14944,14986,14987,14925,14926,143094;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Малиновка-8 - ДС Каменная Горка-5;1234567;198028;;143094,14916,14917,14976,14977,14932,14933,14934,14935,15654,15655,15638,15639,58341,211243,58337,15159,15160,14886,14887,14860,14864,15561,15560,15559,15520,15521,15522,147005,273193,147018;;
117д;;;;6 АП;17334,;;;A>B;A;ДС Чижовка - ДС Дражня;12345;179517;;68866,71280,15708,15294,15282;;d1-d5 - 17.06.2017
;;;;;;;;B>A;A;ДС Дражня - ДС Чижовка;12345;179518;;15282,15287,15291,15704,15707,15531,15532,15533,193269,68866;;
117с;;;;;;;;A>B;A;ДС Чижовка - ДС Дражня;12345;179513;;68866,71280,15527,15528,15529,15708,15294,15290,15282;;d1-d5 - 17.06.2017
;;;;;;;;B>A;A;ДС Дражня- ДС Чижовка;12345;179514;;15282,15287,15704,15707,193269,68866;;
118с;;;;4 АП;17320,;;;A>B;A;ДС Малиновка - 4 - АВ  "Восточный";67;193411;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,204052,15197,15200,14719,14720,14721,14722,14724,14726,14727,14729,14730,14731,14732,14795;;d6-d7 - 03.06.2017
;;;;;;;;B>A;A;АВ  "Восточный" - ДС  Малиновка-4;67;193414;;14795,14796,14802,14804,14805,14806,14809,14810,14813,14814,14908,212056,14910,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
119с;;;;5 АП;17152,;;;A>B;A;Вокзал - Аквапарк;1234567;193351;;243538,15870,15868,16238,15009,15010,15526,15041,15853,54761,15077,15046,15075,15076;;d1-d5 - 05.06.2017<br>d6-d7 - 17.12.2016
;;;;;;;;B>A;A;Аквапарк - Вокзал;1234567;193352;;15076,15083,15921,54757,15854,15084,15890,15114,15115,16239,15866,230003,243538;;
120;;;;;17320,;;;A>B;A;Малиновка-6 - ст.м. Малиновка;12345;202602;;14930,14931,14986,14987,14989,14988,16255;;d1-d5 - 03.06.2017
;;;;;;;;B>A;A;ст.м. Малиновка - Малиновка-6;12345;202601;;16255,14930;;
120д;;;;;;;;A>B;A;ст.м.Малиновка - Малиновка-6;12345;202613;;230009,14974,14975,14976,14977,14945,14946,71193;;d1-d5 - 03.06.2017
;;;;;;;;B>A;A;Малиновка-6 - ст.м.Малиновка;12345;202608;;71193,230009;;
121;;;;;17318,;;;A>B;A;ДС Сухарево-5 - ТЦ Ждановичи;1234567;202331;;133395,73663,69090,58340,15153,15154,15158,15159,15160,14886,14887,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Сухарево-5;12345;202328;;133183,133185,230015,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;17320,;;;B>A;A;ТЦ Ждановичи - ДС  Сухарево-5;67;196259;;133183,133185,230015,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;17318,;;0.37;A1>D;A;ДС Сухарево-5 - АП 5 (подбор);12345;202332;;133395,73663,69090,58340,15153,15154,15158,15159,15160;;
;;;;;17320,;;0.37;A1>D;A;Сухарево-5 - D АП 5;67;196254;;133395,73663,69090,58340,15153,15154,15158,15159,15160;;
;;;;;;;0;D>A;A;D - Сухарево-5;67;196252;;15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;17318,;;0.33;D>A1;A;АП 5 - ДС Сухарево-5 (подбор);12345;202333;;15136,15137,15138,15139,15140,15141,73666,73665,133395;;
122э;;;;;17198,;;;A>B;A;ДС Кунцевщина - С. Ковалевской;12345;196827;;15858,14606,14607,14870,58335,15641,15590,15591,14935,15662,15197,15679;;d1-d5 - 01.02.2017
;;;;;;;;B>A;A;С. Ковалевской - ДС Кунцевщина;12345;196828;;15679,230017,15198,15652,58338,14936,15576,15643,15645,14874,14878,14601,15522,15858;;
123;;;;6 АП;16892,;;;A>B;A;ДС Лошица-2 - Пл. Независимости;1234567;183953;;68811,15462,15463,15464,72005,15457,15458,15491,15492,15493,15546,15547,15548,15549,15550,15551,191224,15552,69093,15944,15870;;d1-d5 - 01.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;Пл. Независимости - ДС Лошица-2;1234567;183954;;15870,15443,15444,191225,15445,15446,15447,15449,15450,15451,15454,15455,15487,15488,15489,73771,15465,15466,15467,68810,68811;;
124;;;;2 АП;17320,;;;A>B;A;ДС Лошица-2 - Ст.м. Пушкинская;1234567;197894;;68811,15462,15463,15464,72005,16125,16124,16127,72008,191173,15493,15546,15547,15548,15549,14805,14806,14808,14809,14810,14813,14814,14815,14816,14762,14715,14817,14818,14819,14684,230016;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Ст.м. Пушкинская - ДС Лошица-2;1234567;197895;;230016,14590,14702,14703,14704,14714,14716,54642,14763,14717,14719,14720,14721,14722,14723,14724,14726,15447,15449,15450,15451,16129,72007,16128,16126,16123,15489,73771,15465,15466,15467,68810,68811;;
;;;;;;;0.37;A2>D;A;ДС Лошица-2 - АП 2 ( до Камвольного к-та);1234567;197897;;68811,15462,15463,15464,72005,16125,16124,16127,72008,191173,15493,15546,15547;;
;;;;;;;0.52;B1>D;A;Ст.м.  Пушкинская - АП 2 (до Козыревской);12345;197892;;230016,14590,14702,14703,14704,14714,14716,54642,14763,14717,14719,14720,14721,14722,14723,14724,14726;;
;;;;;;;0.57;D>B1;A;АП 2 - Ст.м. Пушкинская ( с Семенова);1234567;197898;;15549,14805,14806,14808,14809,14810,14813,14814,14815,14816,14762,14715,14817,14818,14819,14684,230016;;
125;;;;5 АП;17124,;;;A>B;A;ДС Запад-3 - ТЦ Ждановичи;67;192613;;69517,14878,14867,14600,14601,14602,14603,71957,71450,133184,133183;;d1 - 05.06.2017<br>d2-d5 - 06.06.2017<br>d6-d7 - 05.07.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Запад-3;1234567;192610;;133183,133185,151196,71456,14605,14606,14607,14868,72620,69517;;
126;;;;;17318,;;;A>B;A;Масюковщина - ДС Одоевского;12345;179700;;16235,16233,133157,15240,15241,15242,15243,15244,14681,14852,15563,14850;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;ДС Одоевского - Масюковщина;12345;179703;;14850,14853,14593,15245,15246,15259,15260,15261,15228,58358,16234,133181,16235;;
